query_id             doc_id               doc_score           
1                    628                  3                   
1                    629                  3                   
1                    630                  1                   
1                    631                  1                   
1                    634                  4                   
1                    635                  6                   
1                    636                  1                   
1                    638                  4                   
1                    640                  2                   
1                    641                  1                   
1                    643                  3                   
1                    645                  2                   
1                    646                  1                   
1                    649                  1                   
1                    651                  1                   
1                    655                  2                   
1                    656                  1                   
1                    657                  3                   
1                    658                  4                   
1                    660                  1                   
1                    661                  3                   
1                    662                  3                   
1                    663                  3                   
1                    665                  2                   
1                    666                  4                   
1                    667                  2                   
1                    668                  2                   
1                    670                  2                   
1                    671                  1                   
1                    672                  1                   
1                    676                  1                   
1                    677                  1                   
1                    679                  1                   
1                    681                  1                   
1                    682                  1                   
1                    683                  3                   
1                    685                  10                  
1                    686                  8                   
1                    689                  2                   
1                    690                  2                   
1                    695                  4                   
1                    698                  1                   
1                    699                  1                   
1                    700                  2                   
1                    701                  1                   
1                    704                  1                   
1                    707                  7                   
1                    708                  1                   
1                    709                  3                   
1                    711                  3                   
1                    712                  3                   
1                    713                  4                   
1                    714                  1                   
1                    715                  1                   
1                    717                  7                   
1                    719                  3                   
1                    721                  3                   
1                    722                  1                   
1                    724                  1                   
1                    725                  1                   
1                    726                  3                   
1                    728                  1                   
1                    729                  3                   
1                    733                  2                   
1                    739                  1                   
1                    746                  5                   
1                    747                  5                   
1                    751                  1                   
1                    754                  3                   
1                    755                  4                   
1                    757                  2                   
1                    759                  3                   
1                    762                  1                   
1                    764                  1                   
1                    767                  3                   
1                    774                  1                   
1                    781                  4                   
1                    783                  1                   
1                    784                  4                   
1                    789                  3                   
1                    790                  2                   
1                    791                  1                   
1                    792                  13                  
1                    794                  1                   
1                    795                  1                   
1                    796                  1                   
1                    797                  2                   
1                    798                  5                   
1                    799                  4                   
1                    800                  7                   
1                    801                  4                   
1                    804                  1                   
1                    808                  1                   
1                    810                  1                   
1                    811                  6                   
1                    812                  2                   
1                    814                  2                   
1                    815                  1                   
1                    817                  4                   
1                    818                  3                   
1                    822                  1                   
1                    824                  2                   
1                    826                  1                   
1                    836                  1                   
1                    859                  4                   
1                    860                  4                   
1                    862                  1                   
1                    865                  3                   
1                    869                  4                   
1                    870                  2                   
1                    871                  2                   
1                    872                  5                   
1                    873                  4                   
1                    874                  22                  
1                    875                  2                   
1                    876                  7                   
1                    877                  2                   
1                    878                  7                   
1                    879                  5                   
1                    880                  2                   
1                    882                  1                   
1                    883                  2                   
1                    884                  3                   
1                    886                  2                   
1                    888                  1                   
1                    894                  2                   
1                    904                  2                   
1                    908                  2                   
1                    909                  1                   
1                    911                  1                   
1                    914                  4                   
1                    916                  1                   
1                    917                  2                   
1                    918                  1                   
1                    921                  1                   
1                    923                  1                   
1                    924                  2                   
1                    925                  3                   
1                    927                  2                   
1                    928                  2                   
1                    937                  1                   
1                    941                  1                   
1                    944                  5                   
1                    945                  1                   
1                    946                  2                   
1                    947                  3                   
1                    948                  1                   
1                    951                  1                   
1                    959                  3                   
1                    960                  1                   
1                    962                  7                   
1                    963                  2                   
1                    964                  1                   
1                    966                  2                   
1                    968                  2                   
1                    972                  1                   
1                    973                  2                   
1                    974                  1                   
1                    975                  1                   
1                    976                  5                   
1                    978                  2                   
1                    979                  2                   
1                    980                  1                   
1                    981                  4                   
1                    982                  9                   
1                    983                  3                   
1                    986                  5                   
1                    990                  1                   
1                    991                  3                   
1                    994                  4                   
1                    997                  2                   
1                    999                  5                   
1                    1000                 1                   
1                    1001                 1                   
1                    1002                 2                   
1                    1003                 2                   
1                    1007                 2                   
1                    1008                 1                   
1                    1011                 1                   
1                    1012                 1                   
1                    1026                 1                   
1                    1028                 1                   
1                    1034                 3                   
1                    1037                 2                   
1                    1040                 6                   
1                    1042                 2                   
1                    1043                 1                   
1                    1048                 1                   
1                    1050                 1                   
1                    1051                 1                   
1                    1059                 1                   
1                    1061                 3                   
1                    1063                 1                   
1                    1064                 2                   
1                    1065                 1                   
1                    1066                 3                   
1                    1072                 3                   
1                    1073                 2                   
1                    1074                 2                   
1                    1077                 1                   
1                    1084                 1                   
1                    1088                 1                   
1                    1089                 1                   
1                    1090                 2                   
1                    1091                 3                   
1                    1093                 1                   
1                    1095                 1                   
1                    1096                 2                   
1                    1097                 7                   
1                    1098                 2                   
1                    1099                 2                   
1                    1100                 2                   
1                    1101                 1                   
1                    1103                 1                   
1                    1104                 7                   
1                    1106                 3                   
1                    1107                 2                   
1                    1110                 2                   
1                    1111                 2                   
1                    1113                 2                   
1                    1114                 3                   
1                    1121                 2                   
1                    1124                 1                   
1                    1125                 2                   
1                    1128                 2                   
1                    1144                 10                  
1                    1147                 7                   
1                    1149                 8                   
1                    1151                 2                   
1                    1153                 1                   
1                    1154                 1                   
1                    1155                 3                   
1                    1158                 1                   
1                    1159                 2                   
1                    1160                 1                   
1                    1161                 2                   
1                    1162                 3                   
1                    1163                 4                   
1                    1164                 6                   
1                    1165                 3                   
1                    1166                 3                   
1                    1167                 4                   
1                    1168                 4                   
1                    1169                 6                   
1                    1170                 2                   
1                    1175                 1                   
1                    1177                 2                   
1                    1178                 3                   
1                    1179                 1                   
1                    1180                 1                   
1                    1181                 1                   
1                    1183                 1                   
1                    1184                 1                   
1                    1185                 3                   
1                    1186                 5                   
1                    1191                 6                   
1                    1192                 3                   
1                    1194                 2                   
1                    1196                 1                   
1                    1197                 2                   
1                    1198                 3                   
1                    1199                 1                   
1                    1200                 4                   
1                    1201                 6                   
1                    1202                 1                   
1                    1203                 1                   
1                    1204                 3                   
1                    1205                 1                   
1                    1206                 1                   
1                    1207                 7                   
1                    1212                 5                   
1                    1213                 4                   
1                    1215                 1                   
1                    1216                 2                   
1                    1217                 2                   
1                    1218                 2                   
1                    1219                 5                   
1                    1222                 1                   
1                    1224                 1                   
1                    1225                 2                   
1                    1226                 6                   
1                    1232                 1                   
1                    1235                 2                   
1                    1236                 1                   
1                    1241                 1                   
1                    1242                 1                   
1                    1244                 4                   
1                    1246                 2                   
1                    1250                 2                   
1                    1254                 1                   
1                    1255                 2                   
1                    1258                 2                   
1                    1260                 1                   
1                    1261                 2                   
1                    1263                 7                   
1                    1264                 1                   
1                    1268                 11                  
1                    1270                 1                   
1                    1271                 3                   
1                    1274                 1                   
1                    1277                 1                   
1                    1279                 4                   
1                    1280                 1                   
1                    1281                 1                   
1                    1282                 2                   
1                    1285                 1                   
1                    1286                 1                   
1                    1290                 2                   
1                    1292                 2                   
1                    1294                 1                   
1                    1295                 1                   
1                    1296                 1                   
1                    1298                 1                   
1                    1300                 4                   
1                    1303                 3                   
1                    1304                 1                   
1                    1305                 4                   
1                    1307                 2                   
1                    1309                 1                   
1                    1310                 3                   
1                    1311                 1                   
1                    1312                 1                   
1                    1313                 1                   
1                    1315                 2                   
1                    1319                 1                   
1                    1320                 2                   
1                    1321                 2                   
1                    1322                 1                   
1                    1324                 2                   
1                    1325                 2                   
1                    1327                 1                   
1                    1328                 13                  
1                    1331                 1                   
1                    1332                 1                   
1                    1334                 1                   
1                    1335                 3                   
1                    1336                 2                   
1                    1338                 3                   
1                    1339                 2                   
1                    1340                 3                   
1                    1341                 5                   
1                    1343                 1                   
1                    1344                 4                   
1                    1345                 1                   
1                    1346                 4                   
1                    1348                 4                   
1                    1350                 1                   
1                    1351                 1                   
1                    1354                 1                   
1                    1355                 2                   
1                    1356                 2                   
1                    1361                 3                   
1                    1362                 1                   
1                    1365                 1                   
1                    1366                 4                   
1                    1372                 2                   
1                    1373                 1                   
1                    1374                 2                   
1                    1375                 2                   
1                    1378                 1                   
1                    1379                 1                   
1                    1380                 4                   
1                    1381                 2                   
1                    1385                 3                   
1                    1386                 2                   
1                    1389                 1                   
1                    1391                 1                   
1                    1393                 3                   
1                    1394                 1                   
1                    1395                 2                   
1                    1399                 1                   
2                    1                    1                   
2                    2                    4                   
2                    4                    1                   
2                    6                    1                   
2                    7                    1                   
2                    9                    1                   
2                    11                   2                   
2                    12                   14                  
2                    13                   2                   
2                    14                   8                   
2                    15                   1                   
2                    16                   1                   
2                    19                   1                   
2                    24                   2                   
2                    25                   4                   
2                    26                   1                   
2                    27                   2                   
2                    28                   1                   
2                    29                   4                   
2                    30                   1                   
2                    31                   1                   
2                    32                   1                   
2                    33                   7                   
2                    34                   1                   
2                    35                   1                   
2                    36                   2                   
2                    37                   1                   
2                    40                   2                   
2                    41                   3                   
2                    44                   3                   
2                    45                   1                   
2                    46                   2                   
2                    47                   8                   
2                    49                   1                   
2                    51                   19                  
2                    52                   3                   
2                    53                   1                   
2                    58                   2                   
2                    60                   3                   
2                    66                   1                   
2                    67                   1                   
2                    69                   1                   
2                    70                   2                   
2                    72                   2                   
2                    73                   3                   
2                    75                   4                   
2                    76                   3                   
2                    77                   7                   
2                    78                   4                   
2                    80                   3                   
2                    81                   2                   
2                    82                   4                   
2                    83                   1                   
2                    85                   3                   
2                    87                   2                   
2                    92                   10                  
2                    93                   2                   
2                    95                   1                   
2                    96                   2                   
2                    97                   3                   
2                    98                   1                   
2                    99                   3                   
2                    100                  12                  
2                    101                  4                   
2                    102                  2                   
2                    103                  1                   
2                    107                  1                   
2                    108                  1                   
2                    110                  3                   
2                    114                  11                  
2                    115                  1                   
2                    116                  1                   
2                    124                  1                   
2                    129                  4                   
2                    130                  1                   
2                    132                  1                   
2                    139                  1                   
2                    141                  2                   
2                    142                  2                   
2                    143                  1                   
2                    144                  1                   
2                    145                  1                   
2                    146                  1                   
2                    149                  2                   
2                    155                  2                   
2                    156                  9                   
2                    157                  1                   
2                    159                  1                   
2                    160                  2                   
2                    162                  1                   
2                    163                  3                   
2                    164                  1                   
2                    166                  3                   
2                    169                  1                   
2                    171                  1                   
2                    172                  8                   
2                    173                  1                   
2                    174                  1                   
2                    176                  2                   
2                    179                  1                   
2                    181                  2                   
2                    183                  1                   
2                    184                  2                   
2                    185                  1                   
2                    186                  1                   
2                    187                  1                   
2                    189                  1                   
2                    193                  2                   
2                    195                  3                   
2                    197                  1                   
2                    198                  1                   
2                    201                  2                   
2                    202                  5                   
2                    204                  1                   
2                    206                  1                   
2                    209                  4                   
2                    211                  3                   
2                    214                  4                   
2                    216                  4                   
2                    217                  1                   
2                    220                  3                   
2                    222                  2                   
2                    225                  1                   
2                    226                  2                   
2                    230                  1                   
2                    235                  1                   
2                    238                  1                   
2                    239                  2                   
2                    240                  1                   
2                    242                  2                   
2                    244                  4                   
2                    245                  1                   
2                    246                  1                   
2                    251                  3                   
2                    252                  6                   
2                    253                  8                   
2                    262                  2                   
2                    263                  1                   
2                    264                  2                   
2                    266                  4                   
2                    274                  2                   
2                    275                  1                   
2                    280                  2                   
2                    281                  1                   
2                    284                  4                   
2                    285                  1                   
2                    288                  5                   
2                    290                  1                   
2                    292                  1                   
2                    293                  2                   
2                    296                  1                   
2                    297                  3                   
2                    300                  1                   
2                    302                  1                   
2                    304                  2                   
2                    305                  1                   
2                    309                  1                   
2                    311                  2                   
2                    315                  2                   
2                    316                  2                   
2                    318                  1                   
2                    319                  1                   
2                    320                  2                   
2                    321                  2                   
2                    322                  1                   
2                    323                  1                   
2                    328                  2                   
2                    329                  9                   
2                    334                  3                   
2                    336                  2                   
2                    342                  3                   
2                    344                  3                   
2                    345                  1                   
2                    346                  1                   
2                    347                  1                   
2                    349                  4                   
2                    350                  4                   
2                    351                  1                   
2                    352                  1                   
2                    359                  1                   
2                    362                  1                   
2                    363                  1                   
2                    364                  3                   
2                    365                  1                   
2                    366                  2                   
2                    368                  4                   
2                    369                  2                   
2                    373                  2                   
2                    374                  3                   
2                    375                  1                   
2                    378                  1                   
2                    379                  1                   
2                    380                  1                   
2                    385                  1                   
2                    388                  1                   
2                    389                  2                   
2                    390                  2                   
2                    391                  2                   
2                    395                  6                   
2                    398                  1                   
2                    401                  2                   
2                    404                  4                   
2                    406                  3                   
2                    409                  1                   
2                    410                  4                   
2                    414                  1                   
2                    415                  3                   
2                    416                  3                   
2                    417                  1                   
2                    422                  3                   
2                    424                  1                   
2                    425                  3                   
2                    429                  3                   
2                    430                  1                   
2                    431                  1                   
2                    432                  1                   
2                    433                  3                   
2                    436                  2                   
2                    438                  1                   
2                    440                  1                   
2                    441                  3                   
2                    442                  1                   
2                    444                  1                   
2                    445                  3                   
2                    446                  2                   
2                    447                  1                   
2                    448                  1                   
2                    449                  1                   
2                    451                  1                   
2                    453                  3                   
2                    455                  1                   
2                    456                  4                   
2                    458                  4                   
2                    462                  1                   
2                    464                  2                   
2                    465                  1                   
2                    466                  2                   
2                    468                  1                   
2                    472                  1                   
2                    476                  2                   
2                    480                  1                   
2                    484                  1                   
2                    486                  6                   
2                    490                  2                   
2                    493                  2                   
2                    497                  5                   
2                    499                  4                   
2                    504                  2                   
2                    505                  1                   
2                    508                  1                   
2                    513                  1                   
2                    516                  1                   
2                    517                  1                   
2                    518                  1                   
2                    519                  1                   
2                    526                  3                   
2                    527                  3                   
2                    532                  1                   
2                    533                  1                   
2                    536                  2                   
2                    537                  1                   
2                    540                  3                   
2                    542                  4                   
2                    545                  1                   
2                    551                  2                   
2                    552                  3                   
2                    553                  2                   
2                    554                  2                   
2                    556                  1                   
2                    561                  7                   
2                    563                  1                   
2                    568                  3                   
2                    569                  1                   
2                    570                  1                   
2                    572                  2                   
2                    574                  5                   
2                    575                  1                   
2                    576                  4                   
2                    577                  1                   
2                    578                  3                   
2                    579                  7                   
2                    580                  1                   
2                    581                  2                   
2                    583                  1                   
2                    584                  1                   
2                    585                  2                   
2                    587                  2                   
2                    588                  7                   
2                    589                  3                   
2                    590                  1                   
2                    592                  1                   
2                    593                  2                   
2                    594                  1                   
2                    595                  2                   
2                    599                  1                   
2                    601                  1                   
2                    606                  6                   
2                    607                  3                   
2                    624                  2                   
2                    625                  3                   
2                    627                  2                   
2                    629                  1                   
2                    631                  1                   
2                    634                  1                   
2                    638                  3                   
2                    640                  11                  
2                    641                  7                   
2                    644                  3                   
2                    648                  3                   
2                    649                  1                   
2                    650                  2                   
2                    651                  1                   
2                    654                  2                   
2                    656                  1                   
2                    657                  1                   
2                    658                  8                   
2                    660                  1                   
2                    662                  1                   
2                    663                  1                   
2                    665                  1                   
2                    666                  1                   
2                    667                  2                   
2                    670                  1                   
2                    671                  1                   
2                    672                  3                   
2                    674                  1                   
2                    676                  1                   
2                    677                  1                   
2                    679                  1                   
2                    681                  2                   
2                    683                  2                   
2                    684                  1                   
2                    685                  5                   
2                    686                  1                   
2                    695                  3                   
2                    699                  2                   
2                    700                  6                   
2                    701                  1                   
2                    702                  1                   
2                    704                  1                   
2                    706                  1                   
2                    707                  2                   
2                    708                  1                   
2                    709                  1                   
2                    711                  2                   
2                    712                  7                   
2                    715                  3                   
2                    720                  3                   
2                    721                  4                   
2                    722                  4                   
2                    723                  4                   
2                    724                  8                   
2                    725                  4                   
2                    726                  6                   
2                    727                  1                   
2                    728                  1                   
2                    729                  5                   
2                    730                  9                   
2                    731                  6                   
2                    732                  6                   
2                    733                  4                   
2                    734                  3                   
2                    736                  1                   
2                    738                  1                   
2                    739                  2                   
2                    740                  1                   
2                    743                  1                   
2                    745                  1                   
2                    746                  9                   
2                    747                  3                   
2                    755                  1                   
2                    756                  3                   
2                    757                  1                   
2                    758                  2                   
2                    759                  3                   
2                    762                  2                   
2                    766                  1                   
2                    769                  2                   
2                    774                  1                   
2                    777                  3                   
2                    778                  1                   
2                    781                  5                   
2                    782                  1                   
2                    785                  1                   
2                    786                  1                   
2                    787                  1                   
2                    790                  1                   
2                    791                  1                   
2                    792                  15                  
2                    795                  1                   
2                    796                  2                   
2                    797                  2                   
2                    798                  5                   
2                    799                  1                   
2                    800                  1                   
2                    801                  2                   
2                    803                  1                   
2                    804                  6                   
2                    805                  4                   
2                    806                  6                   
2                    809                  1                   
2                    810                  9                   
2                    811                  5                   
2                    812                  3                   
2                    813                  2                   
2                    814                  2                   
2                    818                  1                   
2                    826                  4                   
2                    827                  3                   
2                    828                  3                   
2                    831                  4                   
2                    833                  4                   
2                    834                  3                   
2                    835                  4                   
2                    836                  3                   
2                    837                  6                   
2                    840                  3                   
2                    843                  1                   
2                    844                  2                   
2                    846                  3                   
2                    854                  1                   
2                    855                  2                   
2                    856                  1                   
2                    858                  1                   
2                    859                  1                   
2                    860                  3                   
2                    862                  3                   
2                    863                  1                   
2                    864                  1                   
2                    870                  4                   
2                    873                  2                   
2                    874                  9                   
2                    875                  2                   
2                    876                  5                   
2                    878                  3                   
2                    879                  1                   
2                    880                  2                   
2                    882                  1                   
2                    883                  4                   
2                    884                  7                   
2                    886                  3                   
2                    887                  1                   
2                    889                  2                   
2                    892                  1                   
2                    894                  2                   
2                    896                  3                   
2                    899                  3                   
2                    901                  1                   
2                    902                  1                   
2                    904                  1                   
2                    908                  3                   
2                    909                  4                   
2                    911                  3                   
2                    912                  2                   
2                    914                  4                   
2                    916                  1                   
2                    917                  3                   
2                    918                  1                   
2                    921                  4                   
2                    923                  1                   
2                    924                  2                   
2                    925                  3                   
2                    927                  1                   
2                    928                  2                   
2                    929                  1                   
2                    930                  1                   
2                    933                  3                   
2                    934                  3                   
2                    936                  1                   
2                    937                  1                   
2                    938                  1                   
2                    939                  1                   
2                    940                  1                   
2                    945                  1                   
2                    948                  2                   
2                    951                  2                   
2                    957                  1                   
2                    962                  1                   
2                    963                  1                   
2                    968                  3                   
2                    969                  2                   
2                    976                  4                   
2                    979                  2                   
2                    980                  4                   
2                    981                  3                   
2                    982                  3                   
2                    983                  1                   
2                    986                  5                   
2                    987                  2                   
2                    990                  1                   
2                    991                  2                   
2                    993                  1                   
2                    997                  5                   
2                    1000                 1                   
2                    1002                 5                   
2                    1007                 1                   
2                    1008                 1                   
2                    1011                 1                   
2                    1012                 2                   
2                    1013                 2                   
2                    1014                 1                   
2                    1015                 2                   
2                    1024                 1                   
2                    1029                 2                   
2                    1030                 1                   
2                    1031                 2                   
2                    1032                 1                   
2                    1035                 4                   
2                    1036                 1                   
2                    1040                 1                   
2                    1041                 1                   
2                    1042                 5                   
2                    1043                 2                   
2                    1047                 2                   
2                    1051                 2                   
2                    1052                 1                   
2                    1053                 1                   
2                    1055                 1                   
2                    1056                 3                   
2                    1061                 1                   
2                    1063                 1                   
2                    1064                 1                   
2                    1065                 1                   
2                    1066                 1                   
2                    1068                 2                   
2                    1072                 3                   
2                    1077                 1                   
2                    1080                 1                   
2                    1083                 1                   
2                    1084                 1                   
2                    1087                 1                   
2                    1088                 2                   
2                    1089                 5                   
2                    1093                 1                   
2                    1094                 1                   
2                    1095                 3                   
2                    1097                 2                   
2                    1101                 1                   
2                    1102                 1                   
2                    1104                 1                   
2                    1108                 6                   
2                    1110                 1                   
2                    1111                 2                   
2                    1114                 1                   
2                    1117                 1                   
2                    1119                 2                   
2                    1120                 1                   
2                    1122                 2                   
2                    1124                 1                   
2                    1129                 1                   
2                    1130                 1                   
2                    1137                 3                   
2                    1138                 2                   
2                    1144                 6                   
2                    1147                 13                  
2                    1148                 3                   
2                    1150                 1                   
2                    1151                 1                   
2                    1153                 1                   
2                    1154                 1                   
2                    1155                 1                   
2                    1157                 1                   
2                    1158                 2                   
2                    1160                 1                   
2                    1161                 1                   
2                    1163                 5                   
2                    1165                 3                   
2                    1166                 3                   
2                    1167                 4                   
2                    1168                 4                   
2                    1169                 11                  
2                    1170                 4                   
2                    1173                 2                   
2                    1179                 1                   
2                    1181                 1                   
2                    1183                 1                   
2                    1185                 2                   
2                    1187                 1                   
2                    1188                 1                   
2                    1190                 3                   
2                    1195                 2                   
2                    1197                 4                   
2                    1198                 2                   
2                    1201                 6                   
2                    1202                 4                   
2                    1203                 1                   
2                    1206                 2                   
2                    1209                 3                   
2                    1210                 1                   
2                    1212                 4                   
2                    1213                 1                   
2                    1217                 4                   
2                    1219                 4                   
2                    1224                 3                   
2                    1233                 2                   
2                    1235                 2                   
2                    1239                 2                   
2                    1243                 1                   
2                    1244                 2                   
2                    1246                 2                   
2                    1247                 1                   
2                    1248                 1                   
2                    1253                 3                   
2                    1255                 2                   
2                    1263                 8                   
2                    1265                 5                   
2                    1270                 2                   
2                    1271                 3                   
2                    1273                 2                   
2                    1274                 1                   
2                    1277                 1                   
2                    1279                 4                   
2                    1280                 3                   
2                    1281                 2                   
2                    1283                 3                   
2                    1285                 1                   
2                    1293                 1                   
2                    1294                 4                   
2                    1295                 3                   
2                    1296                 1                   
2                    1297                 1                   
2                    1299                 2                   
2                    1300                 4                   
2                    1301                 1                   
2                    1303                 4                   
2                    1305                 2                   
2                    1309                 5                   
2                    1310                 3                   
2                    1311                 1                   
2                    1319                 1                   
2                    1320                 5                   
2                    1321                 2                   
2                    1322                 1                   
2                    1324                 3                   
2                    1325                 1                   
2                    1326                 1                   
2                    1327                 1                   
2                    1328                 5                   
2                    1330                 1                   
2                    1331                 1                   
2                    1332                 1                   
